https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"21866","1","1","65","2","Female","CT","06360","1","Driver","O","No Apparent Injury (O)","99","Unknown","99","Unknown","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwich        ","","2","State","CT","4","1","No","1","Not Transported","","William W Backus Hospital"
"27582","","2","45","1","Male","CT","06120","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","99","Unknown","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Main St","W","false","1","88","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Hartford","","2","State","CT","","","","1","Not Transported","MFD Paramedic","unknown"
"27582","1","1","46","2","Female","CT","06237","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Columbia","Unknown","2","State","CT","99","99","Unknown","1","Not Transported","",""
"58716","","2","22","2","Female","CT","06226","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Main St","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Willimantic","","2","State","CT","","","","1","Not Transported","",""
"58716","1","1","64","1","Male","CT","06280","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Windham","","2","State","CT","4","1","No","1","Not Transported","",""
"58733","","3","64","2","Female","CT","06256","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Windham","","","","CT","","","","1","Not Transported","",""
"58733","2","4","","2","Female","","","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","","","","","","","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","","","","","","","1","Not Transported","",""
"58733","","2","18","1","Male","CT","06226","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Ivan Hill St.","S","false","2","1","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","2","Intersection-Unmarked Crosswalk","0","None","","","1","Not Distracted","","","","Willimantic","","","","","","","","1","Not Transported","Willimantic Police","WINDHAM HOSPITAL"
"58733","1","1","61","2","Female","CT","06237","1","Driver","O","No Apparent Injury (O)","88","Not Applicable","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Columbia       ","","2","State","CT","4","1","No","1","Not Transported","",""
"63601","1","1","47","1","Male","CT","06249","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Lebanon","UnitedStates","2","State","CT","2","1","No","1","Not Transported","N/A","N/A"
"63601","","2","28","1","Male","CT","06226","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Plains Rd to Rt 32","S","false","1","","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","3","Failure to Yield Right-Of-Way","88","Not Applicable","3","Intersection – Other","0","None","88","Not Applicable","1","Not Distracted","","","","Willimantic","","88","Not applicable","CT","","","","1","Not Transported","WILLIMANTIC","WINDHAM"
"63601","","3","42","1","Male","CT","06354","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Moosup","","","","CT","","","","1","Not Transported","",""
"67945","1","1","29","2","Female","CT","06234","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","2","Written Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Brooklyn","","2","State","CT","","1","No","1","Not Transported","",""
"67945","","2","23","2","Female","CT","06241","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Rt. 6","E","false","1","2","true","4","Walking/Cycling along Roadway Against Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","","","7","Shoulder/Roadside","0","None","","","1","Not Distracted","","","","Dayville       ","","88","Not applicable","CT","","","","1","Not Transported","Mortlake","DAY KIMBALL HOSPITAL"
"73001","","2","65","1","Male","CT","06239","4","Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","E","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","","","1","Not Distracted","","","","Danielson","","2","State","CT","0","","","1","Not Transported","brooklyn",""
"73001","1","1","62","2","Female","CT","06260","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","4","Ran Red Light","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","DANIELSOM","","2","State","CT","4","1","No","1","Not Transported","",""
"73788","","2","18","1","Male","CT","06331","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Newent Road","E","false","1","2","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","99","Unknown","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","99","Unknown if Distracted","","","","CANTERBURY","","1","Not Licensed","","","","","1","Not Transported","Lisbon EMS","104A"
"73788","","3","30","2","Female","CT","06355","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mystic","","","","CT","","","","1","Not Transported","",""
"73788","1","1","48","1","Male","CT","06351","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","99","Unknown","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Lisbon","","2","State","CT","4","1","No","1","Not Transported","",""
"77446","","3","51","1","Male","CT","06260","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","PROVIDENCE STREET","E","","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","3","Intersection – Other","0","None","88","Not Applicable","1","Not Distracted","","","","PUTNAM","UnitedStates","88","Not applicable","CT","88","1","No","1","Not Transported","",""
"77446","1","1","54","1","Male","CT","06281","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","99","Unknown","2","Written Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","WOODSTOCK","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"77446","1","2","55","2","Female","CT","06281","2","Passenger","O","No Apparent Injury (O)","","","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","WOODSTOCK","UnitedStates","88","Not applicable","","88","99","Unknown","1","Not Transported","",""
"79202","","2","59","1","Male","CT","06374","3","Pedestrian","B","Suspected Minor Injury (B)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","S","","1","","true","0","None","1","No","1","No Improper Action","","","7","Shoulder/Roadside","3","Reflective Clothing","","","99","Unknown if Distracted","","","","PLAINFIELD","UnitedStates","2","State","CT","4","1","No","1","Not Transported","American Legion","Plainfield Backus Emergency"
"79202","1","1","69","2","Female","CT","06374","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","13","Failed to Keep in Proper Lane","","","","","","","7","Other Inside the Vehicle (eating, personal hygiene, etc.)","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","PLAINFIELD","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"80302","","2","20","2","Female","CT","06516","3","Pedestrian","B","Suspected Minor Injury (B)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Prospect St.","E","","1","","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","7","Entering/Exiting Parked/Standing Vehicle","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","West Haven","UnitedStates","2","State","CT","","","","1","Not Transported","",""
"80302","1","1","30","2","Female","CT","06226","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","1","No","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Willimantic","UnitedStates","2","State","CT","0","1","No","1","Not Transported","",""
"80302","","3","23","1","Male","CT","06517","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hamden","UnitedStates","","","CT","","","","1","Not Transported","",""
"81192","","2","55","2","Female","CT","","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Woodstock Val","","","","CT","","","","1","Not Transported","",""
"81192","","1","90","1","Male","CT","06234","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","E","false","1","","true","99","Unknown","1","No","97","Other","","","12","Non-Trafficway Area","0","None","","","1","Not Distracted","","","","Brooklyn       ","","99","Unknown","CT","","","","1","Not Transported","American Ambulance","Day Kimball Hospital"
"81192","","3","39","1","Male","CT","","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N Grosvenordle","","","","CT","","","","1","Not Transported","",""
"82040","","2","13","1","Male","CT","06226","3","Pedestrian","C","Possible Injury (C)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Price Rite Parking Lot","W","","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","","","4","Midblock-Marked Crosswalk","0","None","","","1","Not Distracted","","","","Willimantic","UnitedStates","","","","","","","1","Not Transported","WMTC FD","Windham Hospital"
"82040","","4","44","1","Male","CT","06226","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willimantic    ","","","","CT","","","","1","Not Transported","",""
"82040","1","1","73","1","Male","CT","06238","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","4","Too Fast for Conditions","14","Operated Motor Vehicle in Reckless or Aggressive Manner","7","Disregarded Other Road Markings","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Coventry","","2","State","CT","4","1","No","1","Not Transported","",""
"82040","","3","21","2","Female","CT","06226","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willimantic","","","","CT","","","","1","Not Transported","",""
"84091","","2","17","1","Male","CT","06238","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Boston Turnpike (Rt.44)","E","","1","1","false","1","Crossing Roadway","2","Yes","8","Inattentive (Talking, Eating, etc.)","13","Use of Electronic Device","2","Intersection-Unmarked Crosswalk","0","None","0","None","2","Manually Operating an Electronic Communication Device (texting, typing, dialing)","","","","Coventry","","1","Not Licensed","","99","99","Unknown","1","Not Transported","",""
"84091","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","0","None Used-Motor Vehicle Occupant","88","Not Applicable","1","Not Deployed","99","Unknown","99","Unknown","","","","","","","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","Unknown","99","Unknown","99","99","99","Unknown","1","Not Transported","",""
"85037","","1","39","1","Male","CT","06374","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FIFTH ST","S","false","2","1","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","2","Dart/Dash","3","Intersection – Other","0","None","","","99","Unknown if Distracted","","","","PLAINFIELD","UnitedStates","2","State","CT","4","1","No","1","Not Transported","American Ambulance","William W. Backus Hospital"
"85037","2","2","52","1","Male","CT","063741110","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","","","","","","","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","PLAINFIELD","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"87281","1","1","57","2","Female","CT","06254","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","FRANKLIN       ","","2","State","CT","","1","No","1","Not Transported","",""
"87281","","2","48","1","Male","CT","06249","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Rt. 87","S","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","1","Not Distracted","","","","Lebanon","","1","Not Licensed","","","","","1","Not Transported","Lebanon","BACKUS"
"87281","","3","31","1","Male","CT","06249","9","Witness","","","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lebanon","","","","CT","","","","1","Not Transported","",""
