https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"73788","1","Complete","73788","73788","41.60643800","-72.00569400","2316733","Lisbon","73","73","Lisbon","2015-08-15","2015","8","August","15","7","Saturday","11:11:00","11","1500483742","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","3","State","4.75","138","138","96 Newent Road","BUSHNELL RD(DE)","","1.0","Feet","","41.60643800","-72.00569400","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0345","2015-08-30 00:00:00.0","C","Closed","2015-08-31 00:00:00.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","3300","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"77446","1","Complete","77446","77446","41.92409900","-71.91647500","2320388","Putnam","116","116","Putnam","2015-09-07","2015","9","September","7","2","Monday","12:43:00","12","15-8361-AC","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","19.00","171","171","PROVIDENCE ST","(RTE 171 - WOODSTOCK AVE)","","","","","41.92409900","-71.91647500","14","Motor Vehicle in Operation","3","Angle","2","Shoulder","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","","","","","","","","","true","1","Public Road","1","Trafficway, On Road","CT0011600","Putnam PD","6","2015-09-07 00:00:00.0","C","Closed","2015-09-09 00:00:00.0","15-8361","S","WORCESTER","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","8300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"79202","1","Complete","79202","79202","41.66694000","-71.91636100","2322144","Plainfield","109","109","Plainfield","2015-09-05","2015","9","September","5","7","Saturday","13:26:00","13","15PPD-9310-AC","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","26.56","12","012","NORWICH RD","unknown","SR 647(LATHROP RD)","305.0","Feet","S","41.66694000","-71.91636100","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","","","1","Daylight","1","Dry","0","None","","","","","0","None","","","","","97","Other","1","Not at Intersection","1","No","1","No","99","Unknown","99","Unknown","99","Unknown","99","Unknown","false","1","Public Road","1","Trafficway, On Road","CT0010900","Plainfield PD","165","2015-09-15 00:00:00.0","C","Closed","2015-09-15 00:00:00.0","15-9310","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","8200","4","MINOR ARTERIAL - NEW HPMS","1","Rural"
"80302","1","Complete","80302","80302","41.71597100","-72.21324200","2323242","Windham","163","163","Windham","2015-09-21","2015","9","September","21","2","Monday","09:15:00","9","1500018659","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","3","1","1","4","Local","0.41","168","PROSPECT ST","PROSPECT ST","","CHESTNUT ST","50.0","Feet","W","41.71597100","-72.21324200","14","Motor Vehicle in Operation","4","Sideswipe, same direction","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","13","Non-Highway Work","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0016300","Willimantic PD","276","2015-09-21 00:00:00.0","C","Closed","2015-09-21 00:00:00.0","","Q","WILLIMANTIC","","2","","","3400","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"81192","1","Complete","81192","81192","41.79781400","-71.94833100","915016","Brooklyn","19","19","Brooklyn","2015-02-06","2015","2","February","6","6","Friday","14:11:00","14","1500069971","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","21.26","169","169","RTE 169 Pomfret Rd","Pomfret RD","HYDE RD(ONE-WAY NB)","100.0","Feet","N","41.79781400","-71.94833100","9","Pedestrian","88","Not Applicable","9","Outside Right-of-Way (trafficway)","1","Clear","88","Not Applicable","1","Daylight","3","Snow","99","Unknown","88","Not Applicable","88","Not Applicable","5","Road Surface Condition (wet, icy, snow, slush, etc.)","97","Other","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","2","Private Road","3","Non-trafficway","CTCSP0000","State Police","0984    ","2015-09-25 00:00:00.0","C","Closed","2015-09-25 00:00:00.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","3400","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"82040","1","Complete","82040","82040","41.72460000","-72.24090000","2324966","Windham","163","163","Windham","2015-09-26","2015","9","September","26","7","Saturday","09:21:00","9","1500019039","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","2","","","","","","60 Cantor Drive ","","Main Street","350.0","Feet","N","41.72460000","-72.24090000","18","Other Non-Fixed Object","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0016300","Willimantic PD","324","2015-09-26 00:00:00.0","C","Closed","2015-09-27 00:00:00.0","","","","","","","","","","","",""
"84091","1","Complete","84091","84091","41.79840800","-72.38288800","2327014","Coventry","32","32","Coventry","2015-09-18","2015","9","September","18","6","Friday","07:23:00","7","15-4690","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","2","USRoute","69.70","44","044","Boston Tnpk","SILVER ST","","","","","41.79840800","-72.38288800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0003200","Coventry PD","0030","2015-10-02 00:00:00.0","C","Closed","2015-09-30 00:00:00.0","","O","STORRS","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","14000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"85037","1","Complete","85037","85037","41.67390000","-71.91820000","2327960","Plainfield","109","109","Plainfield","2015-09-09","2015","9","September","9","4","Wednesday","15:20:00","15","15PPD-9470-AC","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.15","56","FIFTH ST","FIFTH ST","EIGHTH ST","","","","","41.67390000","-71.91820000","10","Pedalcycle/Pedalcyclist","3","Angle","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","","","","","0","None","","","","","2","Intersection","3","T-Intersection","1","No","1","No","","","","","","","","","false","1","Public Road","1","Trafficway, On Road","CT0010900","Plainfield PD","165","2015-10-03 00:00:00.0","C","Closed","2015-10-05 00:00:00.0","15-9470","X","Unknown","","2","","","1200","7","LOCAL - NEW HPMS","1","Rural"
"87281","1","Complete","87281","87281","41.63232000","-72.20747900","2330203","Lebanon","71","71","Lebanon","2015-10-08","2015","10","October","8","5","Thursday","19:40:00","19","1500595085","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","3","State","6.05","87","087","RT 87 ","","GOSHEN HILL RD","1.0","TenthsofMile","S","41.63232000","-72.20747900","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1187","2015-10-10 00:00:00.0","C","Closed","2015-10-12 00:00:00.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","5200","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"92661","1","Complete","92661","92661","41.85185200","-72.34965400","915039","Tolland","142","142","Tolland","2015-03-19","2015","3","March","19","5","Thursday","11:37:00","11","1500151072","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","0.85","1","ANDERSON RD","Anderson Rd","","Goose Ln.","1.0","TenthsofMile","E","41.85185200","-72.34965400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","2","Yes","4","Activity Area","4","Intermittent or Moving Work","2","Yes","1","No","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0515    ","2015-10-29 00:00:00.0","O","Open","2015-10-30 00:00:00.0","","O","STORRS","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"95416","1","Complete","95416","95416","41.86909400","-72.41790300","2338338","Tolland","142","142","Tolland","2015-10-27","2015","10","October","27","3","Tuesday","12:14:00","12","1500629463","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","2","1","0","3","State","8.61","74","074","Tolland Stage Rd","","SHENIPSIT LAKE RD","150.0","Feet","E","41.86909400","-72.41790300","14","Motor Vehicle in Operation","1","Front to rear","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","8","Work Zone (construction / maintenance / utility)","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0515    ","2015-11-05 00:00:00.0","C","Closed","2015-11-06 00:00:00.0","","D","HARTFORD","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","2700","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"96366","1","Complete","96366","96366","41.86807000","-71.87298000","2339287","Killingly","69","69","Killingly","2015-11-01","2015","11","November","1","1","Sunday","15:18:00","15","1500640060","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.30","4","BALLOUVILLE RD","Ballouville Rd","","CHURCH ST","800.0","Feet","E","41.86807000","-71.87298000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0412","2015-11-09 00:00:00.0","C","Closed","2015-11-10 00:00:00.0","","M","DANIELSON","","2","","","1900","7","LOCAL - NEW HPMS","2","Urban"
"104103","1","Complete","104103","104103","41.60644400","-71.94983700","2347024","Griswold","58","58","Griswold","2015-11-20","2015","11","November","20","6","Friday","15:36:00","15","1500677041","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","1","Interstate","24.00","395","395","I 395 ","","SB EXIT TO RTE 201(037) : Exit 86","5.0","TenthsofMile","S","41.60644400","-71.94983700","18","Other Non-Fixed Object","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","3","Glare","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","12","Acceleration / Deceleration Lane","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1410","2015-11-23 00:00:00.0","C","Closed","2015-11-24 00:00:00.0","","H","NORWICH - NEW LONDON","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","32500","1","INTERSTATE - NEW HPMS","2","Urban"
"104152","1","Complete","104152","104152","41.80992900","-71.89131200","2347073","Killingly","69","69","Killingly","2015-11-19","2015","11","November","19","5","Thursday","19:09:00","19","1500675605","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.60","106","MAPLE ST","Maple St","unknown","HARRY ST","40.0","Feet","S","41.80992900","-71.89131200","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0964    ","2015-11-20 00:00:00.0","C","Closed","2015-11-24 00:00:00.0","","M","DANIELSON","","2","","","7000","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
