https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165957
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"37802","1","Complete","37802","37802","41.30655800","-72.95198200","2280747","New Haven","93","93","New Haven","2015-05-26","2015","5","May","26","3","Tuesday","21:49:00","21","15024113","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","2","3","State","0.78","706","706","N FRONTAGE RD","","RTE 10(ELLA T GRASSO BLVD)","200.0","Feet","E","41.30655800","-72.95198200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","59","2015-05-28 00:00:00.0","C","Closed","2015-06-04 00:00:00.0","","G","NEW HAVEN","0","2","9","one-way traffic","11700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"39680","1","Complete","39680","39680","41.28293100","-72.98356800","2282625","West Haven","156","156","West Haven","2015-05-10","2015","5","May","10","1","Sunday","22:06:00","22","1500017326","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.01","109","DALTON ST","Dalton St","","MELOY RD NO 2","30.0","Feet","E","41.28293100","-72.98356800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","199","2015-05-11 00:00:00.0","C","Closed","2015-06-08 00:00:00.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"40912","1","Complete","40912","40912","41.31129300","-72.94465400","2283857","New Haven","93","93","New Haven","2015-06-06","2015","6","June","6","7","Saturday","16:49:00","16","15025988","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","2.82","97","CHAPEL ST","1469 CHAPEL ST","SHERMAN AV","","","","","41.31129300","-72.94465400","14","Motor Vehicle in Operation","5","Sideswipe, opposite direction","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","269","2015-06-06 00:00:00.0","C","Closed","2015-06-09 00:00:00.0","","G","NEW HAVEN","","2","","","7100","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"44230","1","Complete","44230","44230","41.30481000","-72.92273800","2287175","NewHaven","93","93","New Haven","2015-06-17","2015","6","June","17","4","Wednesday","08:53:00","8","15027739","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","1","4","Local","1.25","575","STATE ST","360 STATE ST","","CHAPEL ST","500.0","Feet","N","41.30481000","-72.92273800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","222","2015-06-17 00:00:00.0","C","Closed","2015-06-19 00:00:00.0","","G","NEW HAVEN","","4","","","10900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"50639","1","Complete","50639","50639","41.31020500","-72.89957400","2293584","New Haven","93","93","New Haven","2015-06-27","2015","6","June","27","7","Saturday","20:50:00","20","15029517","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","2","1","4","Local","0.50","57","BLATCHLEY AV","BLATCHLEY AVE","","CLAY ST NO 2","50.0","Feet","S","41.31020500","-72.89957400","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","402","2015-06-29 00:00:00.0","O","Open","2015-07-01 00:00:00.0","","G","NEW HAVEN","","6","","","4700","7","LOCAL - NEW HPMS","2","Urban"
"52305","1","Complete","52305","52305","41.30179500","-72.94029800","2295250","New Haven","93","93","New Haven","2015-06-30","2015","6","June","30","3","Tuesday","21:15:00","21","15030044","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.50","141","DAVENPORT AV","DAVENPORT AVENUE","ELLIOTT ST","","","","","41.30179500","-72.94029800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","960","2015-07-02 00:00:00.0","C","Closed","2015-07-08 00:00:00.0","","G","NEW HAVEN","","2","","","4600","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"55523","1","Complete","55523","55523","41.31922700","-72.94932900","2298468","New Haven","93","93","New Haven","2015-07-18","2015","7","July","18","7","Saturday","21:54:00","21","15033007","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","5","3","State","0.00","10","010","471 WHALLEY AVE","(RTE 10 - ELLA T GRASSO BLVD)","","","","","41.31922700","-72.94932900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","4","Y-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","165","2015-07-19 00:00:00.0","O","Open","2015-07-20 00:00:00.0","","G","NEW HAVEN","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","9400","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"56020","1","Complete","56020","56020","41.27820662","-72.94446245","2298965","West Haven","156","156","West Haven","2015-07-15","2015","7","July","15","4","Wednesday","12:56:00","12","1500028471","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.14","139","ELM ST","ELM ST","SECOND AV","","","","","41.27820662","-72.94446245","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","215","2015-07-21 00:00:00.0","C","Closed","2015-07-21 00:00:00.0","","G","NEW HAVEN","","4","","","12200","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"63867","1","Complete","63867","63867","41.32069400","-72.86640500","915267","East Haven","44","44","East Haven","2015-06-27","2015","6","June","27","7","Saturday","21:42:00","21","1500017175","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.85","80","080","Foxon Road","PAUL ST(DE)","","","","","41.32069400","-72.86640500","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","5","Dark-Not Lighted","2","Wet","1","Weather Conditions","88","Not Applicable","88","Not Applicable","5","Road Surface Condition (wet, icy, snow, slush, etc.)","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0700","2015-08-06 00:00:00.0","O","Open","2015-08-06 00:00:00.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","25400","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"64872","1","Complete","64872","64872","41.30676100","-72.94647400","2307817","New Haven","93","93","New Haven","2015-07-24","2015","7","July","24","6","Friday","22:53:00","22","15033993","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.08","556","SHERMAN AV","SHERMAN AVE","","SR 706-NORTH FRONTAGE RD","100.0","Feet","N","41.30676100","-72.94647400","14","Motor Vehicle in Operation","5","Sideswipe, opposite direction","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","383","2015-08-09 00:00:00.0","C","Closed","2015-08-10 00:00:00.0","","G","NEW HAVEN","","4","","","9900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"67295","1","Complete","67295","67295","41.31207800","-72.90029300","2310240","New Haven","93","93","New Haven","2015-08-13","2015","8","August","13","5","Thursday","17:16:00","17","15037693","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","2","4","Local","0.60","57","BLATCHLEY AV","354 BLATCHLEY AVE","PINE ST NO 1","","","","","41.31207800","-72.90029300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","45","2015-08-13 00:00:00.0","C","Closed","2015-08-14 00:00:00.0","","G","NEW HAVEN","","2","","","4700","7","LOCAL - NEW HPMS","2","Urban"
"67336","1","Complete","67336","67336","41.35878700","-72.90057200","2310281","Hamden","62","62","Hamden","2015-08-11","2015","8","August","11","3","Tuesday","19:20:00","19","1500031991","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","1","4","Local","0.52","244","HAVERFORD ST","RIDGE RD","RIDGE RD","","","","","41.35878700","-72.90057200","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","3","Dusk","10","Standing Water","1","Weather Conditions","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0042","2015-08-14 00:00:00.0","C","Closed","2015-08-14 00:00:00.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"69915","1","Complete","69915","69915","41.31385100","-72.93243500","2312860","New Haven","93","93","New Haven","2015-08-13","2015","8","August","13","5","Thursday","20:55:00","20","15037684","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","2","4","Local","0.06","152","DIXWELL AV","DIXWELL AVENUE","LAKE PL","","","","","41.31385100","-72.93243500","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","97","Other","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","121","2015-08-17 00:00:00.0","C","Closed","2015-08-19 00:00:00.0","","G","NEW HAVEN","","2","","","6600","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"72635","1","Complete","72635","72635","41.31319800","-72.91844400","2315580","New Haven","93","93","New Haven","2015-08-24","2015","8","August","24","2","Monday","22:05:00","22","15039878","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","2","4","Local","0.06","61","BRADLEY ST NO 1","BRADLEY ST","ORANGE ST NO 1","","","","","41.31319800","-72.91844400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","6","Dark-Unknown Lighting","1","Dry","0","None","","","","","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","358","2015-08-26 00:00:00.0","O","Open","2015-08-27 00:00:00.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
