https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"167330","1","Complete","167330","167330","41.30073800","-72.94090300","916106","New Haven","93","93","New Haven","2016-05-19","2016","5","May","19","5","Thursday","23:30:00","23","16025056","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","4","Local","0.06","346","KOSSUTH ST","KOSSUTH ST","ANN ST","","","","","41.30073800","-72.94090300","8","Other Non-Collision","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","10","2016-05-21 01:40:47.0","O","Open","2016-05-24 04:01:02.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"170754","1","Complete","170754","170754","41.20297400","-73.09998500","916051","Milford","84","84","Milford","2016-03-06","2016","3","March","6","1","Sunday","02:00:00","2","2016001172","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","2","USRoute","35.95","1","001","BRIDGEPORT AVE","BERWYN ST","","","","","41.20297400","-73.09998500","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0008400","Milford PD","0433","2016-03-31 07:15:48.0","O","Open","2016-06-03 09:25:04.0","2016-001173","A","BRIDGEPORT - STAMFORD","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","19900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"182753","1","Complete","182753","182753","41.30892500","-72.89659300","916061","New Haven","93","93","New Haven","2016-03-07","2016","3","March","7","2","Monday","00:06:00","0","16-011091","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","0.57","264","GRAND AV","GRAND AVE","","POPLAR ST","125.0","Feet","E","41.30892500","-72.89659300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","914","2016-05-12 03:29:00.0","O","Open","2016-07-04 04:01:00.0","","G","NEW HAVEN","","2","","","10900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"197952","1","Complete","197952","197952","41.56202700","-73.03817300","916015","Waterbury","151","151","Waterbury","2016-01-18","2016","1","January","18","2","Monday","10:35:00","10","2016-00003112","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","0","4","Local","0.09","124","BRONSON ST","BRONSON ST ","unknown","COOKE ST","100.0","Feet","E","41.56202700","-73.03817300","9","Pedestrian","2","Front to front","2","Shoulder","1","Clear","","","1","Daylight","1","Dry","0","None","","","","","0","None","","","","","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","721","2016-02-26 10:43:08.943","C","Closed","2016-02-26 10:43:08.953","2016-________","K","WATERBURY","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"199200","1","Complete","199200","199200","41.42164100","-72.97230900","915257","Bethany","8","8","Bethany","2015-12-25","2015","12","December","25","6","Friday","20:30:00","20","1500742161","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","5.69","69","069","Litchfield Tpke","","Hatfield Hill","0.10000000149011612","TenthsofMile","N","41.42164100","-72.97230900","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0715","2016-08-28 16:05:02.0","O","Open","2016-08-28 16:11:46.0","","K","WATERBURY","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","5000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"215430","1","Complete","215430","215430","41.30866700","-73.07337100","916135","Derby","37","37","Derby","2016-06-23","2016","6","June","23","5","Thursday","23:59:00","23","16-6842","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","5","3","State","15.08","34","034","New Haven Avenue","","CHAPEL ST(DE)","173.0","Feet","E","41.30866700","-73.07337100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0003700","Derby PD","068","2016-09-02 08:27:08.0","C","Closed","2016-09-02 08:27:06.0","","A","BRIDGEPORT - STAMFORD","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","41000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"215776","1","Complete","215776","215776","41.54257400","-72.80798300","916229","Meriden","80","80","Meriden","2016-10-07","2016","10","October","7","6","Friday","20:33:00","20","16008181","K","Fatal (Kill)","K","Fatal Injury (K)","1","2","0","4","Local","0.21","500","SPRINGDALE AV","SPRINGDALE AVE","","NORTH SPRING ST","91.5","Feet","E","41.54257400","-72.80798300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0008000","Meriden PD","437","2016-10-10 14:09:39.0","O","Open","2016-10-11 10:48:26.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"216398","1","Complete","216398","216398","41.28149900","-72.87469900","916205","East Haven","44","44","East Haven","2016-08-31","2016","8","August","31","4","Wednesday","16:15:00","16","1600026375","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","0.14","100","FORBES PL","FORBES PL","","SIDNEY ST","150.0","Feet","S","41.28149900","-72.87469900","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0375","2016-10-06 13:24:31.0","O","Open","2016-10-12 11:02:03.0","","G","NEW HAVEN","","4","","","","7","LOCAL - NEW HPMS","2","Urban"
"220987","1","Complete","220987","220987","41.27007600","-72.99744100","916233","Orange","107","107","Orange","2016-10-14","2016","10","October","14","6","Friday","21:47:00","21","16-31495","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","2","USRoute","43.40","1","001","205 Boston Post Rd","","SMITH FARM RD","30.0","Feet","N","41.27007600","-72.99744100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010700","Orange PD","7","2016-10-21 17:40:09.17","O","Open","2016-10-21 17:40:09.17","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","24600","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"225240","1","Complete","225240","225240","41.29301900","-72.94386800","916251","New Haven","93","93","New Haven","2016-10-28","2016","10","October","28","6","Friday","21:54:00","21","16055851","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.88","10","010","ELLA T GRASSO BLVD","","ADELINE ST","30.0","Feet","S","41.29301900","-72.94386800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","97","Other","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","298","2016-11-02 15:34:57.0","O","Open","2016-11-03 04:01:18.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","20500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"250806","1","Complete","250806","250806","41.35163300","-72.93106600","916287","Hamden","62","62","Hamden","2016-12-11","2016","12","December","11","1","Sunday","02:05:00","2","1600052321","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","5.95","10","010","DIXWELL AVE","","OREGON AVE(DE)","122.0","Feet","S","41.35163300","-72.93106600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0023","2017-01-12 07:15:27.0","O","Open","2017-01-12 08:04:21.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","27100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
