https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"109178","1","1","Vehicle in Operation","1","Honda","1997","1997","Accord","Tan","E","Eastbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCD5639VA028933","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Meriden","CT","UnitedStates","06450","false","false","Meriden Police Department","false","false","E Main St","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-02-28","","","",""
"145412","1","1","Vehicle in Operation","3","FORD","2002","2002","F250","Green","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","1","Straight Ahead","99","Unknown","1FTNW21S62EA72486","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Guilford","CT","","06437","","false","n/a","false","false","Saltonstall Parkway","false","CT","false","false","1","NGM ","","","","","","","","","","","","","","","","","","","","2015-07-02","","","",""
"155834","1","1","Vehicle in Operation","1","DODGE","2004","2004","DURANGO","","E","Eastbound","","17","Pedestrian","1","Straight Ahead","0","None","","","","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1D4HB48D24F215753","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","ANSONIA","CT","","06401","","","","","","FORD ST","","CT","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"155988","1","1","Vehicle in Operation","1","Volkswagon","2008","2008","RAB","Black","W","Westbound","","17","Pedestrian","10","Entering Traffic Lane","0","None","0","None","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","10","Entering Traffic Lane","0","None","WVWAB71K78W302837","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","Waterbury Police Garage ","","","230 Perkins Avenue","","CT","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"162295","1","1","Vehicle in Operation","1","","0","Older than 2003","","","S","Southbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","","","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","Unknown","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","99","Unknown","99","Unknown","","","","","","","false","true","","false","false","Wolcott St","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"162295","2","1","Vehicle in Operation","1","","0","Older than 2003","","","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","35","","","","","","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","1","No Control Device","1","No","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","Wolcott Street ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162450","1","1","Vehicle in Operation","1","Mazda","2007","2007","MX3","Blue","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","","","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","5","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JM1BK32F671606218","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WOLCOTT","CT","UnitedStates","","true","false","Williamson Auto","false","false","Chase Avenue","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-02-28","","","",""
"162450","2","1","Vehicle in Operation","1","Mongoose","0","Older than 2003","","Orange","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","25","","","1","Two-Way, Not Divided","3","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","false","Cooke Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167330","1","1","Vehicle in Operation","1","","0","Older than 2003","","","S","Southbound","","19","Other Non-motorist","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","UNKNOWN","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","New Haven","CT","UnitedStates","06519","false","true","","false","false","Kossuth St","false","","false","false","1","Unknwon","","","","","","","","","","","","","","","","","","","","","","","",""
"170754","1","1","Vehicle in Operation","1","Mazda","1996","1996","B3000 Cab Pl","Red","E","Eastbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","4F4CR16U9TTM20840","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","Bruneaus","false","false","Bridgeport Ave","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2016-07-27","","","",""
"182753","1","1","Vehicle in Operation","1","HONDA","","","CIVIC","WHITE","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","","","GRAND AVE","","","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"197952","1","1","Vehicle in Operation","1","Chevrolet","2001","2001","MAL","White","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","","","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1ND52J316102591","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","UnitedStates","06704","false","true","WTBY POLICE GARAGE","false","false","BRONSON ST","false","CT","false","false","1","NONE","","","","","","","","","","","","","","","","","","","","","","","",""
"197952","2","2","Parked Vehicle","2","Honda","1998","1998","CIV","Black","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","","","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","12","Parked","0","None","1HGEJ7226WLD38173","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","UnitedStates","06704","false","false","WILLIAMSON AUTO","false","false","BRONSON ST","false","CT","false","false","1","NONE","","","","","","","","","","","","","","","","","","","","","","","",""
"197952","3","99","Unknown","1","","0","Older than 2003","","","","","true","99","Unknown","99","Unknown","99","Unknown","","","99","","","99","Unknown","","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","","99","Unknown","99","Unknown","","99","Unknown","99","Unknown","99","Unknown","","","","","","","","","","","","","","","","","","","","","","unknown ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199200","1","1","Vehicle in Operation","1","HOND","2009","2009","FIT SPOR","PLE","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","45","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JHMGE88449S061292","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","ACE","false","false","Route 69","false","CT","false","false","1","AMERICAN COMMERCE","","","","","","","","","","","","","","","","","","","","2016-09-20","","","",""
"215430","1","1","Vehicle in Operation","1","CHEVROLET","2013","2013","SILVERADO","GRAY","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","0","None","45","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","1","Straight Ahead","0","None","1GC1KXEG7DF237343","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","Vinita ","OK","UnitedStates","74301","false","false","Derby PD 125 Water Street","false","false","New Haven Avenue","false","OK","false","false","1","Shelter Mutual","","","","","","","","","","","","","","","","","","","","","","","",""
"215776","1","1","Vehicle in Operation","1","","0","Older than 2003","","","E","Eastbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","Springdale Avenue","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"216398","1","1","Vehicle in Operation","1","NISS","2004","2004","MAXIMA S","GRY","N","Northbound","false","18","Pedalcycle/Pedalcyclist","14","Overtaking/Passing Cyclist","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","14","Overtaking/Passing Cyclist","0","None","1N4BA41E04C852916","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","EHPD (471 North High Street, East Haven, Connecticut","false","false","Forbes Place","false","CT","false","false","1","FOREMOST INS CO","","","","","","","","","","","","","","","","","","","","2017-02-15","","","",""
"216398","2","1","Vehicle in Operation","1","ROADMASTER","0","Older than 2003","","Red","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","RM30782229","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Forbes Place","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220987","1","1","Vehicle in Operation","1","Chevrolet","2002","2002","Cavalier/Cavalier CNG","Blue","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","2","Towed But not Due to Disabling Damage","2","Two-Way, Not Divided, With a Continuous Left Turn Lane","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1JC524427110609","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WEST HAVEN","CT","UnitedStates","06516","true","false","ORANGE AUTO","false","false","Boston Post Rd","false","CT","true","false","1","Geico","","","","","","","","","","","","","","88","Not Applicable","","","88","Not Applicable","2016-11-24","","","",""
"225240","1","1","Vehicle in Operation","1","Honda","1990","1990","Accord","Brown","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCB7659LA161871","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","UnitedStates","06512","true","false","Nhpd Garage","false","false","Ella T Grasso Blvd","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2016-10-30","","","",""
"250806","1","1","Vehicle in Operation","1","Buick","2004","2004","Lesabre","Tan      ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1G4HP52K94U140018   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06610","true","","Hamden PD (2900 Dixwell Ave. Hamden, CT.)","false","","Dixwell Ave","","CT","","","1","Geico","","","","","","","","","","","","","","","","","","","","","","","",""
"252502","1","1","Vehicle in Operation","1","Infiniti","2008","2008","G35","Gray","E","Eastbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","2","Two-Way, Not Divided, With a Continuous Left Turn Lane","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","JNKBV61F48M278984","3","Traffic Control Signal","2","Yes","9","Ran Off Roadway Left","17","Pedestrian","43","Traffic Signal Support","47","Other Fixed Object (wall, building, tunnel, etc.)","1","No Special Function","88","Not applicable","","","Springfield","MA","UnitedStates","01105","false","false","Megills","false","false","South Frontage Rd","false","MA","false","false","1","Liberty Mutual","","","","","","","","","","","","","","","","","","","","","","","",""
