https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"155834","","2","","2","Female","CT","06401","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FORD ST","","true","1","","","6","In Roadway - Other","1","No","2","Dart/Dash","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","ANSONIA","","88","Not applicable","","","","","3","EMS Ground","",""
"155988","","2","75","1","Male","CT","06704","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","230 Perkins Avenue ","W","","1","","","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","10","Driveway Access","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Waterbury","","2","State","State of Connecticut","","","","3","EMS Ground","AMR Ambulance ","Waterbury Hospital "
"162295","","2","61","2","Female","CT","06704","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Wolcott St","","true","","2","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","Waterbury","UnitedStates","88","Not applicable","","","","","3","EMS Ground","Campion","St. Mary's"
"162450","","2","14","1","Male","CT","06710","5","Bicyclist","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Cooke Street","S","","1","2","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","1","Intersection-Marked Crosswalk","0","None","","","1","Not Distracted","","","","Waterbury","UnitedStates","2","State","","","","","3","EMS Ground","AMR Ambulance","Waterbury Hospital"
"167330","","1","29","2","Female","CT","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","KOSSUTH ST","","true","1","","false","6","In Roadway - Other","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"170754","","2","24","1","Male","CT","06611","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","BRIDGEPORT AVE","N","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Trumbull","UnitedStates","","","","","","","3","EMS Ground","AMERICAN MEDICAL RESPONSE","BRIDGEPORT HOSPITAL"
"182753","","2","54","1","Male","CT","06513","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","GRAND AVE","E","","1","","","99","Unknown","1","No","99","Unknown","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","NEW HAVEN","","88","Not applicable","","","","","3","EMS Ground","AMR","YALE NH HOSP"
"197952","","4","22","2","Female","CT","06704","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","BRONSON ST","","true","1","3","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","1","No Improper Action","","","7","Shoulder/Roadside","0","None","","","1","Not Distracted","","","","Waterbury","UnitedStates","2","State","","","","","3","EMS Ground","AMR","ST MARY'S HOSPITAL"
"199200","","2","18","1","Male","CT","06524","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Route 69","N","false","1","","true","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","99","Unknown","","","7","Shoulder/Roadside","0","None","","","99","Unknown if Distracted","","","","BETHANY","","88","Not applicable","","","","","1","Not Transported","",""
"215430","","2","57","1","Male","CT","06519","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","New Haven Avenue","E","false","1","","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","0","None","1","Not Distracted","","","","New Haven ","","2","State","CT","","","","3","EMS Ground","Storm Ambulance ","Yale-New Haven Hospital"
"215776","","2","40","2","Female","CT","06451","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","SPRINGDALE AVENUE","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Meriden","UnitedStates","2","State","CT","","","","2","EMS Air","HUNTERS AMBULANCE","HARTFORD HOSPITAL"
"216398","","2","48","1","Male","CT","","5","Bicyclist","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Forbes Place","N","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","13","Use of Electronic Device","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","5","Other Activity, Electronic Device","","","","New Haven","UnitedStates","2","State","CT","","","","3","EMS Ground","AMR Ambulance","YALE-NEW HAVEN"
"220987","","2","35","2","Female","CT","06786","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","W/B, Right Travel Lane","N","","1","","false","1","Crossing Roadway","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","TERRYVILLE","UnitedStates","2","State","CT ","4","1","No","3","EMS Ground","AMR #228","Yale New Haven Hospital"
"225240","","2","58","1","Male","CT","","3","Pedestrian","K","Fatal Injury (K)","97","Other","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","S","false","1","","false","1","Crossing Roadway","99","Unknown","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","99","Unknown","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"250806","","1","58","1","Male","CT","065183145","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Dixwell Ave","N","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","Hamden       ","UnitedStates","2","State","CT","","","","1","Not Transported","",""
"252502","","2","42","2","Female","CT","06470","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","2","Physically Impaired","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","YORK ST","","true","1","","false","2","Waiting to Cross Roadway","1","No","1","No Improper Action","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","Waterbury","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"254441","","5","26","1","Male","CT","06610","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","Route 8 South Exit 33","S","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Bridgeport","","2","State","CT","","","","1","Not Transported","",""
"263334","","2","84","2","Female","CT","06443","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Parking Lot","S","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","4","Midblock-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","Madison","","2","State","CT","","","","3","EMS Ground","Madison Ambulance Association","New Haven Hospital"
"269199","","3","85","2","Female","CT","06516","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","PARKING LOT OF 11 BASSETT ST","N","false","1","","true","97","Other","1","No","99","Unknown","88","Not Applicable","12","Non-Trafficway Area","0","None","88","Not Applicable","1","Not Distracted","","","","West Haven","","2","State","CT","","","","3","EMS Ground","WHFD","New Haven Hospital"
"279123","","4","55","1","Male","CT","06511","5","Bicyclist","K","Fatal Injury (K)","97","Other","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","S","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","2","State","CT","","","","1","Not Transported","",""
"284668","","2","66","2","Female","CT","06492","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Quinnipiac St","S","","1","","","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","WALLINGFORD","","88","Not applicable","CT","","","","3","EMS Ground","","YALE NEW HAVEN"
"288405","","2","71","2","Female","CT","06705","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","E MAIN ST","W","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","WATERBURY","","88","Not applicable","CT","","","","3","EMS Ground","CAMPION","ST MARY'S HOSPITAL"
"288734","","2","59","2","Female","CT","06512","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FOXON RD","","","1","","","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","EAST HAVEN","","88","Not applicable","CT","","","","3","EMS Ground","AMR","YALE NH HOSP"
"292012","","3","41","2","Female","CT","06716","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Hill St","N","false","1","","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","1","No Improper Action","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","WATERBURY","","88","Not applicable","CT","","","","1","Not Transported","",""
"305229","","3","47","2","Female","CT","06512","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Coe Avenue","N","false","1","","false","99","Unknown","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","97","Other","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","East Haven","","2","State","CT","","","","97","Other","American Medical Response","New Haven Hospital"
"308371","","2","54","1","Male","CT","06450","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","RT 15 N/B, NORTH OF EXIT 68W","N","false","2","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","Meriden","","2","State","CT","","","","3","EMS Ground","HUNTERS AMBULANCE","MIDSTATE HOSPITAL - MERIDEN, CT"
"323551","","2","52","1","Male","CT","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Cooke Street","N","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","Waterbury","UnitedStates","88","Not applicable","CT","","","","3","EMS Ground","AMR Ambulance","St. Mary's Hospital"
"354723","","2","23","2","Female","CT","06354","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Boston Post Rd","W","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","3","Reflective Clothing","88","Not Applicable","1","Not Distracted","","","","Moosup","","88","Not applicable","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"360746","","3","47","1","Male","CT","06702","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Cooke St","N","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","WATERBURY","","88","Not applicable","CT","","","","3","EMS Ground","AMR","Waterbury Hospital"
"364297","","3","14","1","Male","CT","06770","3","Pedestrian","K","Fatal Injury (K)","3","Emotional (depressed, angry, disturbed, etc.)","97","Other","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","Route 8","S","false","1","","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","2","Dart/Dash","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Naugatuck","UnitedStates","1","Not Licensed","","","","","97","Other","N/A","Medical Examiner's Office"
"364824","","2","55","1","Male","CT","06516","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","RT 1","N","","","","","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","99","Unknown","","","7","Shoulder/Roadside","0","None","","","99","Unknown if Distracted","","","","WEST HAVEN","","88","Not applicable","","","","","1","Not Transported","",""
"380500","","2","87","2","Female","CT","06450","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","BROAD ST","N","false","1","","false","1","Crossing Roadway","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Meriden","UnitedStates","88","Not applicable","","","","","2","EMS Air","LIFESTAR","HARTFORD HOSPITAL"
"384610","","2","38","2","Female","CT","06517","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","","true","1","","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown if Distracted","","","","Hamden","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"388333","","1","59","1","Male","CT","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","CHAPEL ST","E","false","1","","false","6","In Roadway - Other","1","No","2","Dart/Dash","2","Dart/Dash","5","Travel Lane-Other Location","0","None","0","None","7","Other, Outside Vehicle","","","","Milford","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"394611","","2","75","2","Female","CT","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Cooke St","W","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","Waterbury","UnitedStates","88","Not applicable","CT","","","","3","EMS Ground","AMR","ST MARY'S"
