https://ctcrash.uconn.edu/QueryTool2.action?qid=110711
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"357298","1","Complete","357298","357298","41.30490100","-72.93422300","917010","New Haven","93","93","New Haven","2017-01-17","2017","1","January","17","3","Tuesday","15:12:00","15","17002812","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","23.17","34","034","S FRONTAGE RD","YORK ST(ONE-WAY NB)","","",""," ","41.30490100","-72.93422300","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","1","Daylight","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","2","Trafficway, Not on Road","CT0009300","New Haven PD","88","2017-01-18 01:57:16.0","O","Open","2017-01-18 04:00:28.0","","G","NEW HAVEN","0","3","9","one-way traffic","15000","8","Unknown","3","Unknown"
"393532","1","Complete","393532","393532","41.30170300","-72.95091100","917060","New Haven","93","93","New Haven","2017-04-02","2017","4","April","2","1","Sunday","12:45:00","12","17016575","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","1.60","10","010","800 ELLA T GRASSO BLVD","unknown","US 1(ORANGE AVE)","1626.0","Feet","N","41.30170300","-72.95091100","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","362","2017-04-02 18:12:28.0","C","Closed","2017-04-03 04:02:04.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","21500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"394910","1","Complete","394910","394910","41.26419800","-72.87293900","917004","East Haven","44","44","East Haven","2017-01-05","2017","1","January","5","5","Thursday","19:09:00","19","1700000456","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","4.72","337","337","441 Coe Avenue","unknown","PRONTO DR(PVT)","210.0","Feet","W","41.26419800","-72.87293900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0160","2017-01-23 08:48:32.0","O","Open","2017-06-19 13:29:46.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","12700","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"404936","1","Complete","404936","404936","41.32074100","-72.86569700","916283","East Haven","44","44","East Haven","2016-12-03","2016","12","December","3","7","Saturday","20:39:00","20","1600036649","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","0.89","80","080","FOXON RD","unknown","MICHAEL ST","100.0","Feet","W","41.32074100","-72.86569700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0655 ","2017-01-12 14:35:00.0","O","Open","2017-01-12 14:23:00.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","25800","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"450401","1","Complete","450401","450401","41.28195400","-72.98217500","917175","West Haven","156","156","West Haven","2017-08-23","2017","8","August","23","4","Wednesday","20:55:00","20","1700054537","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","44.54","1","001","BOSTON POST RD","unknown","MELOY RD #1","300.0","Feet","N","41.28195400","-72.98217500","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","8","Work Zone (construction / maintenance / utility)","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","2","Yes. If yes then all other sibling elements should be provided.","4","Activity Area","97","Other","2","Yes","99","Unknown","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2017-11-13 11:29:31.0","O","Open","2017-11-13 11:38:19.0","","G","NEW HAVEN","2","3","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","18900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"459817","1","Complete","459817","459817","41.29004000","-72.96839500","916253","West Haven","156","156","West Haven","2016-10-30","2016","10","October","30","1","Sunday","02:07:00","2","1600059492","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","45.45","1","001","Boston Post Rd","unknown","BARBARA ST","50.0","Feet","S","41.29004000","-72.96839500","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2016-11-07 10:43:00.0","O","Open","2016-11-01 13:36:00.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","19500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"475458","1","Complete","475458","475458","41.29713900","-72.94866600","917204","New Haven","93","93","New Haven","2017-09-23","2017","9","September","23","7","Saturday","02:58:00","2","17053296","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","3","State","1.32","10","010","ELLA T GRASSO BLVD","unknown","US 1(ORANGE AVE)","150.0","Feet","N","41.29713900","-72.94866600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","50","2017-09-24 00:09:10.0","O","Open","2017-09-25 04:01:35.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","21500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"514787","1","Complete","514787","514787","41.42243000","-72.82868000","2939629","North Haven","101","101","North Haven","2018-05-10","2018","5","May","10","5","Thursday","19:22:00","19","1800007814","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","","","SCRUB OAK RD","119 Scrub Oak Road","unknown","Scrub Oak Road","60.0","Feet","N","41.42243000","-72.82868000","9","Pedestrian","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","88","Not Applicable","3","Non-trafficway","CT0010100","North Haven PD","527","2018-05-31 12:53:21.0","O","Open","2018-05-31 13:34:59.0","","","","","","","","","","","",""
"540835","1","Complete","540835","540835","41.30346900","-72.90860200","918025","New Haven","93","93","New Haven","2018-02-02","2018","2","February","2","6","Friday","11:06:00","11","18004959","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","4","Local","0.83","","CHAPEL ST","CHAPEL ST","unknown","EAST ST","500.0","Feet","E","41.30346900","-72.90860200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","354","2018-02-02 14:11:21.0","O","Open","2018-02-06 04:01:34.0","","","","","","","","","","","",""
"540839","1","Complete","540839","540839","41.32090100","-72.87423900","918125","New Haven","93","93","New Haven","2018-06-02","2018","6","June","2","7","Saturday","01:15:00","1","18025487","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","0.43","80","80-E","80-E","unknown","QUINNIPIAC AV","40.0","Feet","W","41.32090100","-72.87423900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","65","2018-06-02 08:41:06.0","O","Open","2018-07-12 12:38:11.0","","G","NEW HAVEN","","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","37100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"569905","1","Complete","569905","569905","41.27828000","-72.94112100","918236","West Haven","156","156","West Haven","2018-10-28","2018","10","October","28","1","Sunday","21:21:00","21","1800071695","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","4","Local","1.07","155","FIRST AV","FIRST AV","unknown","CENTER ST","265.0","Feet","N","41.27828000","-72.94112100","33","Utility Pole/Light Support","88","Not Applicable","4","Roadside","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","164","2018-11-05 13:48:16.0","C","Closed","2018-11-05 14:03:47.0","","G","NEW HAVEN","","2","","","6300","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"572179","1","Complete","572179","572179","41.33823500","-72.86478200","918265","North Haven","101","101","North Haven","2018-11-28","2018","11","November","28","4","Wednesday","06:19:00","6","1800019644","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","1.31","103","103-N","103-N","unknown","Cindy Lane","50.0","Feet","S","41.33823500","-72.86478200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010100","North Haven PD","527","2018-12-10 06:59:22.0","O","Open","2018-12-10 07:23:31.0","","G","NEW HAVEN","","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","7200","4","MINOR ARTERIAL - NEW HPMS","",""
"573320","1","Complete","573320","573320","41.38367900","-72.90384200","918147","Hamden","62","62","Hamden","2018-07-20","2018","7","July","20","6","Friday","18:48:00","18","1800039885","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","8.70","10","10-N","10-N","OLD DIXWELL AV","","",""," ","41.38367900","-72.90384200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","4","Y-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0062","2018-11-30 07:45:59.0","O","Open","2018-11-30 08:03:33.0","","G","NEW HAVEN","","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","17000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"573761","1","Complete","573761","573761","41.27600300","-72.95149200","918249","West Haven","156","156","West Haven","2018-11-09","2018","11","November","9","6","Friday","23:11:00","23","1800074377","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","4","Local","0.54","139","ELM ST","ELM ST","unknown","Ward Place","100.0","Feet","W","41.27600300","-72.95149200","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","1","Weather Conditions","88","Not Applicable","88","Not Applicable","5","Road Surface Condition (wet, icy, snow, slush, etc.)","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2018-11-13 11:44:43.0","O","Open","2018-11-13 12:21:25.0","","G","NEW HAVEN","","4","","","9300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
