https://ctcrash.uconn.edu/QueryTool2.action?qid=110723
"CrashID","VehicleID","Trailer ID","Trailer Information Same As Carrier","Trailer Information Same As Power Unit","Trailer Information Same As Other Trailer","Trailer Owner City","Trailer Owner State","Trailer Owner Country","Trailer Owner Postal Code","Trailer License Plate Issuing State Code","Trailer License Plate Was Expired","Trailer License Plate Was Missing","Trailer Vehicle Identification Number"
"471294","1","1","","","","","  ","","","  ","","",""
"471294","1","2","","","","","  ","","","  ","","",""
"471341","1","1","","","","","  ","","","  ","","",""
"471341","1","2","","","","","  ","","","  ","","",""
"471419","2","1","","","","","  ","","","  ","","",""
"471419","2","2","","","","","  ","","","  ","","",""
"471424","2","1","","","","","  ","","","  ","","",""
"471424","2","2","","","","","  ","","","  ","","",""
"471684","1","1","","","","","  ","","","  ","","",""
"471684","1","2","","","","","  ","","","  ","","",""
"471710","2","1","","","","","  ","","","  ","","",""
"471710","2","2","","","","","  ","","","  ","","",""
"471711","4","1","","","","","  ","","","  ","","",""
"471711","4","2","","","","","  ","","","  ","","",""
"471714","2","1","","","","","  ","","","  ","","",""
"471714","2","2","","","","","  ","","","  ","","",""
"471716","1","1","","","","","  ","","","  ","","",""
"471716","1","2","","","","","  ","","","  ","","",""
"471716","3","1","","","","","  ","","","  ","","",""
"471716","3","2","","","","","  ","","","  ","","",""
"471717","1","1","","","","","  ","","","  ","","",""
"471717","1","2","","","","","  ","","","  ","","",""
"471717","2","1","","","","","  ","","","  ","","",""
"471717","2","2","","","","","  ","","","  ","","",""
"471719","2","1","","","","","  ","","","  ","","",""
"471719","2","2","","","","","  ","","","  ","","",""
"471720","2","1","","","","","  ","","","  ","","",""
"471720","2","2","","","","","  ","","","  ","","",""
"471721","2","1","","","","","  ","","","  ","","",""
"471721","2","2","","","","","  ","","","  ","","",""
"471722","2","1","","","","","  ","","","  ","","",""
"471722","2","2","","","","","  ","","","  ","","",""
"471725","1","1","","","","","  ","","","  ","","",""
"471725","1","2","","","","","  ","","","  ","","",""
"471726","2","1","","","","","  ","","","  ","","",""
"471726","2","2","","","","","  ","","","  ","","",""
"471727","2","1","","","","","  ","","","  ","","",""
"471727","2","2","","","","","  ","","","  ","","",""
"471800","1","1","false","false","false","","  ","","","  ","","",""
"471800","1","2","false","false","false","","  ","","","  ","","",""
"471995","2","1","","","","","  ","","","  ","","",""
"471995","2","2","","","","","  ","","","  ","","",""
"472000","2","1","","","","","  ","","","  ","","",""
"472000","2","2","","","","","  ","","","  ","","",""
"472002","2","1","","","","","  ","","","  ","","",""
"472002","2","2","","","","","  ","","","  ","","",""
"472003","2","1","","","","","  ","","","  ","","",""
"472003","2","2","","","","","  ","","","  ","","",""
"472005","2","1","","","","","  ","","","  ","","",""
"472005","2","2","","","","","  ","","","  ","","",""
"472006","2","1","","","","","  ","","","  ","","",""
"472006","2","2","","","","","  ","","","  ","","",""
"472009","1","1","","","","","  ","","","  ","","",""
"472009","1","2","","","","","  ","","","  ","","",""
"472010","2","1","","","","","  ","","","  ","","",""
"472010","2","2","","","","","  ","","","  ","","",""
"472012","2","1","","","","","  ","","","  ","","",""
"472012","2","2","","","","","  ","","","  ","","",""
"472013","2","1","","","","","  ","","","  ","","",""
"472013","2","2","","","","","  ","","","  ","","",""
"472014","1","1","","","","","  ","","","  ","","",""
"472014","1","2","","","","","  ","","","  ","","",""
"472017","2","1","","","","","  ","","","  ","","",""
"472017","2","2","","","","","  ","","","  ","","",""
"472330","2","1","","","","","  ","","","  ","","",""
"472330","2","2","","","","","  ","","","  ","","",""
"472332","1","1","","","","","  ","","","  ","","",""
"472332","1","2","","","","","  ","","","  ","","",""
"472333","2","1","","","","","  ","","","  ","","",""
"472333","2","2","","","","","  ","","","  ","","",""
"472493","1","1","","","","","  ","","","  ","","",""
"472493","1","2","","","","","  ","","","  ","","",""
"472598","1","1","","","","","  ","","","  ","","",""
"472598","1","2","","","","","  ","","","  ","","",""
"472914","1","1","","","","","  ","","","  ","","",""
"472914","1","2","","","","","  ","","","  ","","",""
"472955","1","1","","","","","  ","","","  ","","",""
"472955","1","2","","","","","  ","","","  ","","",""
"472956","3","1","","","","","  ","","","  ","","",""
"472956","3","2","","","","","  ","","","  ","","",""
"472958","2","1","","","","","  ","","","  ","","",""
"472958","2","2","","","","","  ","","","  ","","",""
"472959","2","1","","","","","  ","","","  ","","",""
"472959","2","2","","","","","  ","","","  ","","",""
"472960","2","1","","","","","  ","","","  ","","",""
"472960","2","2","","","","","  ","","","  ","","",""
"472961","2","1","","","","","  ","","","  ","","",""
"472961","2","2","","","","","  ","","","  ","","",""
"473704","2","1","","","","","  ","","","  ","","",""
"473704","2","2","","","","","  ","","","  ","","",""
"474253","1","1","","","","","  ","","","  ","","",""
"474253","1","2","","","","","  ","","","  ","","",""
"474256","1","1","","","","","  ","","","  ","","",""
"474256","1","2","","","","","  ","","","  ","","",""
"474277","2","1","","","","","  ","","","  ","","",""
"474277","2","2","","","","","  ","","","  ","","",""
"474488","2","1","","","","","  ","","","  ","","",""
"474488","2","2","","","","","  ","","","  ","","",""
"474761","1","1","","","","","  ","","","  ","","",""
"474761","1","2","","","","","  ","","","  ","","",""
"474851","1","1","","","","","  ","","","  ","","",""
"474851","1","2","","","","","  ","","","  ","","",""
"475498","1","1","false","false","false","","  ","","","  ","","",""
"475498","1","2","false","false","false","","  ","","","  ","","",""
"475871","1","1","","","","","  ","","","  ","","",""
"475871","1","2","","","","","  ","","","  ","","",""
"477295","2","1","","","","","  ","","","  ","","",""
"477295","2","2","","","","","  ","","","  ","","",""
"478120","2","1","","","","","  ","","","  ","","",""
"478120","2","2","","","","","  ","","","  ","","",""
"479511","2","1","","","","","  ","","","  ","","",""
"479511","2","2","","","","","  ","","","  ","","",""
"480101","4","1","false","false","false","","  ","","","  ","","",""
"480101","4","2","false","false","false","","  ","","","  ","","",""
"481047","1","1","","","","","  ","","","  ","","",""
"481047","1","2","","","","","  ","","","  ","","",""
"481055","1","1","","","","","  ","","","  ","","",""
"481055","1","2","","","","","  ","","","  ","","",""
"481056","2","1","","","","","  ","","","  ","","",""
"481056","2","2","","","","","  ","","","  ","","",""
"482147","1","1","false","false","false","","  ","","","  ","","",""
"482147","1","2","false","false","false","","  ","","","  ","","",""
"482147","2","1","false","false","false","","  ","","","  ","","",""
"482147","2","2","false","false","false","","  ","","","  ","","",""
"482149","1","1","false","false","false","","  ","","","  ","","",""
"482149","1","2","false","false","false","","  ","","","  ","","",""
"485741","2","1","","","","","  ","","","  ","","",""
"485741","2","2","","","","","  ","","","  ","","",""
"487103","1","1","false","true","false","Fort Wayne","IN","United States","46818","IN","","","1FUJGLDR1DSBZ4246"
"487103","1","2","false","false","false","","  ","","","  ","","",""
"487375","1","1","","","","","  ","","","  ","","",""
"487375","1","2","","","","","  ","","","  ","","",""
"487562","2","1","false","true","false","CHARLOTTE","NC","United States","28214","NC","","","1JJV532D1FL850985"
"487562","2","2","false","false","false","","  ","","","  ","","",""
"489225","1","1","false","false","false","","  ","","","  ","","",""
"489225","1","2","false","false","false","","  ","","","  ","","",""
"489363","2","1","","","","","  ","","","  ","","",""
"489363","2","2","","","","","  ","","","  ","","",""
"489847","1","1","","","","","  ","","","  ","","",""
"489847","1","2","","","","","  ","","","  ","","",""
"490172","1","1","true","false","false","Wallingford","CT","United States","06492","ME","","","13N1452C251524695"
"490172","1","2","false","false","false","","  ","","","  ","","",""
"490513","2","1","","","","","  ","","","  ","","",""
"490513","2","2","","","","","  ","","","  ","","",""
"490534","1","1","","","","","  ","","","  ","","",""
"490534","1","2","","","","","  ","","","  ","","",""
"491367","1","1","true","false","false","HOLLIDAYSBURG","PA","","16648","PA","","","1W92M4624ES077675"
"491367","1","2","false","false","false","","  ","","","  ","","",""
"492047","2","1","","","","","  ","","","  ","","",""
"492047","2","2","","","","","  ","","","  ","","",""
"493608","2","1","","","","","  ","","","  ","","",""
"493608","2","2","","","","","  ","","","  ","","",""
"496855","1","1","false","false","false","Richmond","IN","","47374","IN","","","1UYVS24869M646534"
"496855","1","2","false","false","false","","  ","","","  ","","",""
"499299","1","1","true","false","false","Boyertown","PA","United States","19512","PA","","","3H3V532C04T205118"
"499299","1","2","false","false","false","","  ","","","  ","","",""
"499299","2","1","false","false","false","Columbus","OH","United States","43204","ME","","","5V8VC5326JT802525"
"499299","2","2","false","false","false","","  ","","","  ","","",""
"499299","3","1","true","false","false","CRANSTON","RI","United States","02920","ME","","","1GRAA96224B704568"
"499299","3","2","false","false","false","","  ","","","  ","","",""
"499299","5","1","false","false","false","Minneapolis","MN","United States","55415","TN","","","1GRAP0623JT106523"
"499299","5","2","false","false","false","","  ","","","  ","","",""
"501097","2","1","false","false","false","","  ","","","  ","","",""
"501097","2","2","false","false","false","","  ","","","  ","","",""
"502126","2","1","false","false","false","","  ","","","  ","","",""
"502126","2","2","false","false","false","","  ","","","  ","","",""
"502520","4","1","false","false","false","","  ","","","  ","","",""
"502520","4","2","false","false","false","","  ","","","  ","","",""
"505678","1","1","false","false","false","Chelsea","MA","United States","02150","ME","","","2M592161161107657"
"505678","1","2","false","false","false","","  ","","","  ","","",""
"505678","2","1","false","false","false","Chelsea","MA","United States","02150","ME","","","2M592161161107657"
"505678","2","2","false","false","false","","  ","","","  ","","",""
"505680","1","1","false","false","false","Milford","DE","United States","19963","ME","","","1GRAA062X8S701340"
"505680","1","2","false","false","false","","  ","","","  ","","",""
"507406","1","1","false","false","false","FORT WAYNE","IN","","46808","  ","","","1GRAA062XEK242855"
"507406","1","2","false","false","false","","  ","","","  ","","",""
"507406","2","1","false","false","false","Cherry Hill","NJ","United States","08003","ME","","","527SR4827HM010761"
"507406","2","2","false","false","false","","  ","","","  ","","",""
"507461","1","1","true","false","false","","  ","","","KY","","","1TTF482C8J3071908"
"507461","1","2","false","false","false","","  ","","","  ","","",""
"507461","2","1","false","false","false","","  ","","","  ","","",""
"507461","2","2","false","false","false","","  ","","","  ","","",""
"509497","1","1","false","false","false","","  ","","","  ","","",""
"509497","1","2","false","false","false","","  ","","","  ","","",""
"509497","2","1","false","false","false","","  ","","","  ","","",""
"509497","2","2","false","false","false","","  ","","","  ","","",""
"512068","1","1","false","false","false","","  ","","","  ","","",""
"512068","1","2","false","false","false","","  ","","","  ","","",""
"512447","1","1","false","false","false","","  ","","","  ","","",""
"512447","1","2","false","false","false","","  ","","","  ","","",""
"516206","2","1","false","false","false","","  ","","","  ","","",""
"516206","2","2","false","false","false","","  ","","","  ","","",""
"518031","6","1","false","false","false","","  ","","","  ","","",""
"518031","6","2","false","false","false","","  ","","","  ","","",""
"518801","1","1","false","false","false","","  ","","","  ","","",""
"518801","1","2","false","false","false","","  ","","","  ","","",""
"519771","1","1","false","false","false","","  ","","","  ","","",""
"519771","1","2","false","false","false","","  ","","","  ","","",""
"522414","1","1","false","false","false","Plantsville","CT","United States","06479","ME","","true","1S12S8454YD462048"
"522414","1","2","false","false","false","","  ","","","  ","","true",""
"523560","2","1","false","false","false","","  ","","","  ","","",""
"523560","2","2","false","false","false","","  ","","","  ","","",""
"523661","1","1","false","true","false","Bridgeport","CT","United States","06606","ME","","","1UYFS24855A503817"
"523661","1","2","false","false","false","","  ","","","  ","","",""
"524540","1","1","false","true","false","","  ","","","  ","","",""
"524540","1","2","false","false","false","","  ","","","  ","","",""
"524540","2","1","false","false","false","","  ","","","  ","","",""
"524540","2","2","false","false","false","","  ","","","  ","","",""
"525363","4","1","false","false","false","","  ","","","  ","","",""
"525363","4","2","false","false","false","","  ","","","  ","","",""
"526075","2","1","false","false","false","Newark","NJ","United States","07102","ME","","","1UYVS2538FU074347"
"526075","2","2","false","false","false","","  ","","","  ","","",""
"527571","1","1","","","","","  ","","","  ","","",""
"527571","1","2","","","","","  ","","","  ","","",""
"527618","2","1","","","","","  ","","","  ","","",""
"527618","2","2","","","","","  ","","","  ","","",""
"527699","2","1","","","","","  ","","","  ","","",""
"527699","2","2","","","","","  ","","","  ","","",""
"527709","2","1","","","","","  ","","","  ","","",""
"527709","2","2","","","","","  ","","","  ","","",""
"528073","1","1","","","","","  ","","","  ","","",""
"528073","1","2","","","","","  ","","","  ","","",""
"528275","2","1","","","","","  ","","","  ","","",""
"528275","2","2","","","","","  ","","","  ","","",""
"528279","2","1","","","","","  ","","","  ","","",""
"528279","2","2","","","","","  ","","","  ","","",""
"528281","1","1","","","","","  ","","","  ","","",""
"528281","1","2","","","","","  ","","","  ","","",""
"528283","1","1","","","","","  ","","","  ","","",""
"528283","1","2","","","","","  ","","","  ","","",""
"528284","2","1","","","","","  ","","","  ","","",""
"528284","2","2","","","","","  ","","","  ","","",""
"528286","2","1","","","","","  ","","","  ","","",""
"528286","2","2","","","","","  ","","","  ","","",""
"528307","1","1","true","false","false","","  ","","","  ","","",""
"528307","1","2","false","false","false","","  ","","","  ","","",""
"528309","1","1","false","false","false","","  ","","","  ","","",""
"528309","1","2","false","false","false","","  ","","","  ","","",""
"528337","2","1","","","","","  ","","","  ","","",""
"528337","2","2","","","","","  ","","","  ","","",""
"528541","2","1","","","","","  ","","","  ","","",""
"528541","2","2","","","","","  ","","","  ","","",""
"528547","1","1","","","","","  ","","","  ","","",""
"528547","1","2","","","","","  ","","","  ","","",""
"528630","1","1","false","false","false","","  ","","","  ","","",""
"528630","1","2","false","false","false","","  ","","","  ","","",""
"528652","2","1","","","","","  ","","","  ","","",""
"528652","2","2","","","","","  ","","","  ","","",""
"528974","1","1","false","false","false","","  ","","","  ","","",""
"528974","1","2","false","false","false","","  ","","","  ","","",""
"529330","2","1","","","","","  ","","","  ","","",""
"529330","2","2","","","","","  ","","","  ","","",""
"529370","3","1","false","false","false","","  ","","","  ","","",""
"529370","3","2","false","false","false","","  ","","","  ","","",""
"529765","1","1","","","","","  ","","","  ","","",""
"529765","1","2","","","","","  ","","","  ","","",""
"529765","2","1","","","","","  ","","","  ","","",""
"529765","2","2","","","","","  ","","","  ","","",""
"530354","3","1","false","false","false","","  ","","","  ","","",""
"530354","3","2","false","false","false","","  ","","","  ","","",""
"530611","2","1","false","false","false","","  ","","","  ","","",""
"530611","2","2","false","false","false","","  ","","","  ","","",""
"533935","2","1","false","true","false","New Haven","CT","","06513","CT","","","1FUJGLDR4ASAR7165"
"533935","2","2","false","false","false","","  ","","","  ","","",""
"535027","1","1","","","","","  ","","","  ","","",""
"535027","1","2","","","","","  ","","","  ","","",""
"536121","1","1","false","false","false","","  ","","","  ","","",""
"536121","1","2","false","false","false","","  ","","","  ","","",""
"536528","1","1","","","","","  ","","","  ","","",""
"536528","1","2","","","","","  ","","","  ","","",""
"537157","1","1","false","true","false","Liverpool","NY","","13090","ME","","","1S12E9486JE538232"
"537157","1","2","false","false","false","","  ","","","  ","","",""
"539131","1","1","false","false","false","","  ","","","  ","","",""
"539131","1","2","false","false","false","","  ","","","  ","","",""
"539806","1","1","false","false","false","","  ","","","  ","","",""
"539806","1","2","false","false","false","","  ","","","  ","","",""
"540835","1","1","","","","","  ","","","  ","","",""
"540835","1","2","","","","","  ","","","  ","","",""
"542151","2","1","","","","","  ","","","  ","","",""
"542151","2","2","","","","","  ","","","  ","","",""
"542974","2","1","false","false","false","","  ","","","  ","","",""
"542974","2","2","false","false","false","","  ","","","  ","","",""
"542977","1","1","false","false","false","","  ","","","  ","","",""
"542977","1","2","false","false","false","","  ","","","  ","","",""
"542978","2","1","false","false","false","Keene","NH","United States","03431","ME","","","1JJV462B1EL805241"
"542978","2","2","false","false","false","","  ","","","  ","","",""
"543496","2","1","","","","","  ","","","  ","","",""
"543496","2","2","","","","","  ","","","  ","","",""
"543552","2","1","false","false","false","","  ","","","  ","","",""
"543552","2","2","false","false","false","","  ","","","  ","","",""
"544480","2","1","","","","","  ","","","  ","","",""
"544480","2","2","","","","","  ","","","  ","","",""
"544850","1","1","","","","","  ","","","  ","","",""
"544850","1","2","","","","","  ","","","  ","","",""
"547403","1","1","","","","","  ","","","  ","","",""
"547403","1","2","","","","","  ","","","  ","","",""
"547826","1","1","false","false","false","","  ","","","  ","","",""
